id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto,departamento,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5001,MEDELLIN,Departamental,19850001,1,JARAMILLO,CASTRILLON,JOSE LUIS,5601,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20130001,2,GUERRA,HOYOS,ANDRES FELIPE,233456,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20050001,3,LOPEZ,MARTINEZ,OLMEDO DE JESUS,11726,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20150601,4,PEREZ,GUTIERREZ,LUIS EMILIO,209316,1
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20150602,5,RESTREPO,POSADA,FEDERICO,158081,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,997,TARJETAS NO MARCADOS,,,30482,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,998,VOTOS NULOS,,,20853,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,999,VOTOS EN BLANCO,,,65120,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,19850001,1,JARAMILLO,CASTRILLON,JOSE LUIS,40,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20130001,2,GUERRA,HOYOS,ANDRES FELIPE,1110,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20050001,3,LOPEZ,MARTINEZ,OLMEDO DE JESUS,74,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20150601,4,PEREZ,GUTIERREZ,LUIS EMILIO,4722,1
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20150602,5,RESTREPO,POSADA,FEDERICO,746,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,997,TARJETAS NO MARCADOS,,,1590,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,998,VOTOS NULOS,,,144,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,999,VOTOS EN BLANCO,,,257,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20130001,2,GUERRA,HOYOS,ANDRES FELIPE,221,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20050001,3,LOPEZ,MARTINEZ,OLMEDO DE JESUS,3,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20150601,4,PEREZ,GUTIERREZ,LUIS EMILIO,912,1
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20150602,5,RESTREPO,POSADA,FEDERICO,80,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,,997,TARJETAS NO MARCADOS,,,105,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,,998,VOTOS NULOS,,,8,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,,999,VOTOS EN BLANCO,,,21,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,19850001,1,JARAMILLO,CASTRILLON,JOSE LUIS,17,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,20130001,2,GUERRA,HOYOS,ANDRES FELIPE,503,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,20050001,3,LOPEZ,MARTINEZ,OLMEDO DE JESUS,66,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,20150601,4,PEREZ,GUTIERREZ,LUIS EMILIO,1077,1
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,20150602,5,RESTREPO,POSADA,FEDERICO,957,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,,997,TARJETAS NO MARCADOS,,,491,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,,998,VOTOS NULOS,,,35,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,,999,VOTOS EN BLANCO,,,98,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Departamental,19850001,1,JARAMILLO,CASTRILLON,JOSE LUIS,84,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Departamental,20130001,2,GUERRA,HOYOS,ANDRES FELIPE,3626,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Departamental,20050001,3,LOPEZ,MARTINEZ,OLMEDO DE JESUS,140,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Departamental,20150601,4,PEREZ,GUTIERREZ,LUIS EMILIO,5076,1
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Departamental,20150602,5,RESTREPO,POSADA,FEDERICO,1166,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Departamental,,997,TARJETAS NO MARCADOS,,,1273,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Departamental,,998,VOTOS NULOS,,,207,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5030,AMAGA,Departamental,,999,VOTOS EN BLANCO,,,573,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5031,AMALFI,Departamental,19850001,1,JARAMILLO,CASTRILLON,JOSE LUIS,71,0
420150001,2015,Gobernación,Octubre 25,5,ANTIOQUIA,5031,AMALFI,Departamental,20130001,2,GUERRA,HOYOS,ANDRES FELIPE,816,0
