id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto,departamento,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20050003,1,RAMOS,BOTERO,LUIS ALFREDO,282037,1
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5001,MEDELLIN,Departamental,19930001,2,GUTIERREZ,SERNA,JORGE ORLANDO,2198,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5001,MEDELLIN,Departamental,19910001,3,URIBE,ESCOBAR,BENICIO DE JESUS,5857,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20050001,4,SALDARRIAGA,SANIN,RODRIGO DE JESUS,25787,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20070109,5,PRIETO,SOTO,EUGENIO,212115,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,997,TARJETAS NO MARCADAS,,,38384,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,998,VOTOS NULOS,,,8284,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,999,VOTOS EN BLANCO,,,41992,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20050003,1,RAMOS,BOTERO,LUIS ALFREDO,2550,1
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,19930001,2,GUTIERREZ,SERNA,JORGE ORLANDO,12,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,19910001,3,URIBE,ESCOBAR,BENICIO DE JESUS,215,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20050001,4,SALDARRIAGA,SANIN,RODRIGO DE JESUS,61,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20070109,5,PRIETO,SOTO,EUGENIO,3285,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,997,TARJETAS NO MARCADAS,,,949,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,998,VOTOS NULOS,,,167,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,999,VOTOS EN BLANCO,,,91,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20050003,1,RAMOS,BOTERO,LUIS ALFREDO,892,1
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,19930001,2,GUTIERREZ,SERNA,JORGE ORLANDO,2,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,19910001,3,URIBE,ESCOBAR,BENICIO DE JESUS,4,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20050001,4,SALDARRIAGA,SANIN,RODRIGO DE JESUS,19,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20070109,5,PRIETO,SOTO,EUGENIO,274,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,,997,TARJETAS NO MARCADAS,,,169,0
420070001,2007,Gobernación,Octubre 28,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,,998,VOTOS NULOS,,,13,0
