id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto,departamento,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,18480001,1,GAVIRIA,CORREA,ANIBAL,157251,1
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,18490002,2,VILLEGAS,MORENO,ALVARO,17840,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20030001,3,QUINTERO,VILLADA,RUBEN DARIO,170524,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,19900002,4,CANAS,JIMENEZ,GERARDO,16911,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,19970002,5,RENDON,LOPEZ,ALVARO GUILLERMO,5648,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,20000203,6,GUTIERREZ,SERNA,JORGE ORLANDO,3531,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,997,TARJETAS NO MARCADAS,,,34723,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,998,VOTOS NULOS,,,7378,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5001,MEDELLIN,Departamental,,999,VOTOS EN BLANCO,,,39200,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,18480001,1,GAVIRIA,CORREA,ANIBAL,3408,1
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,18490002,2,VILLEGAS,MORENO,ALVARO,127,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20030001,3,QUINTERO,VILLADA,RUBEN DARIO,2406,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,19900002,4,CANAS,JIMENEZ,GERARDO,83,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,19970002,5,RENDON,LOPEZ,ALVARO GUILLERMO,25,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,20000203,6,GUTIERREZ,SERNA,JORGE ORLANDO,26,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,997,TARJETAS NO MARCADAS,,,1407,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,998,VOTOS NULOS,,,154,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5002,ABEJORRAL,Departamental,,999,VOTOS EN BLANCO,,,115,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,18480001,1,GAVIRIA,CORREA,ANIBAL,811,1
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,18490002,2,VILLEGAS,MORENO,ALVARO,22,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20030001,3,QUINTERO,VILLADA,RUBEN DARIO,140,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,19900002,4,CANAS,JIMENEZ,GERARDO,8,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,19970002,5,RENDON,LOPEZ,ALVARO GUILLERMO,2,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,20000203,6,GUTIERREZ,SERNA,JORGE ORLANDO,3,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,,997,TARJETAS NO MARCADAS,,,113,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,,998,VOTOS NULOS,,,15,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5004,ABRIAQUI,Departamental,,999,VOTOS EN BLANCO,,,11,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,18480001,1,GAVIRIA,CORREA,ANIBAL,337,1
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,18490002,2,VILLEGAS,MORENO,ALVARO,81,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,20030001,3,QUINTERO,VILLADA,RUBEN DARIO,953,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,19900002,4,CANAS,JIMENEZ,GERARDO,30,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,19970002,5,RENDON,LOPEZ,ALVARO GUILLERMO,7,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,20000203,6,GUTIERREZ,SERNA,JORGE ORLANDO,10,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,,997,TARJETAS NO MARCADAS,,,426,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,,998,VOTOS NULOS,,,29,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5021,ALEJANDRIA,Departamental,,999,VOTOS EN BLANCO,,,20,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,18480001,1,GAVIRIA,CORREA,ANIBAL,3194,1
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,18490002,2,VILLEGAS,MORENO,ALVARO,179,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,20030001,3,QUINTERO,VILLADA,RUBEN DARIO,3042,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,19900002,4,CANAS,JIMENEZ,GERARDO,102,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,19970002,5,RENDON,LOPEZ,ALVARO GUILLERMO,73,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,20000203,6,GUTIERREZ,SERNA,JORGE ORLANDO,40,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,,997,TARJETAS NO MARCADAS,,,1564,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,,998,VOTOS NULOS,,,142,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5030,AMAGA,Departamental,,999,VOTOS EN BLANCO,,,262,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,18480001,1,GAVIRIA,CORREA,ANIBAL,1713,1
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,18490002,2,VILLEGAS,MORENO,ALVARO,61,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,20030001,3,QUINTERO,VILLADA,RUBEN DARIO,1609,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,19900002,4,CANAS,JIMENEZ,GERARDO,39,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,19970002,5,RENDON,LOPEZ,ALVARO GUILLERMO,11,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,20000203,6,GUTIERREZ,SERNA,JORGE ORLANDO,23,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,,997,TARJETAS NO MARCADAS,,,919,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,,998,VOTOS NULOS,,,72,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5031,AMALFI,Departamental,,999,VOTOS EN BLANCO,,,107,0
420030001,2003,Gobernación,Octubre 26,5,ANTIOQUIA,5034,ANDES,Departamental,18480001,1,GAVIRIA,CORREA,ANIBAL,3883,1
