id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto,departamento,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules,censoe_mujeres,censoe_hombres,censoe_total
620110001,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5001,MEDELLIN,Municipal,20000036,1,TOLOZA,CASTANO,JACQUELINE,12427,0,740259,596033,1336292
620110001,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5001,MEDELLIN,Municipal,18480001,2,GAVIRIA,CORREA,ANIBAL,239259,1,740259,596033,1336292
620110001,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5001,MEDELLIN,Municipal,20050001,4,MUNOZ,RAMIREZ,LUIS FERNANDO,9730,0,740259,596033,1336292
620110001,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5001,MEDELLIN,Municipal,20050002,5,GUTIERREZ,ZULUAGA,FEDERICO ANDRES,120278,0,740259,596033,1336292
620110001,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5001,MEDELLIN,Municipal,20110162,6,PEREZ,GUTIERREZ,LUIS,221874,0,740259,596033,1336292
620110001,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5001,MEDELLIN,Municipal,,997,TARJETAS NO MARCADAS,,,21235,0,740259,596033,1336292
620110001,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5001,MEDELLIN,Municipal,,998,VOTOS NULOS,,,21205,0,740259,596033,1336292
620110001,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5001,MEDELLIN,Municipal,,999,VOTOS EN BLANCO,,,31393,0,740259,596033,1336292
620110002,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,18490002,1,JARAMILLO,,JORGE ELIECER,3439,0,7052,7442,14494
620110002,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,18480001,2,MANRIQUE,HERNANDEZ,JOHN JAIRO,4936,1,7052,7442,14494
620110002,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,997,TARJETAS NO MARCADAS,,,165,0,7052,7442,14494
620110002,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,998,VOTOS NULOS,,,136,0,7052,7442,14494
620110002,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5002,ABEJORRAL,Municipal,,999,VOTOS EN BLANCO,,,74,0,7052,7442,14494
620110003,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,18490002,1,BERNAL,GUTIERREZ,NESTOR JAFET,220,0,851,1021,1872
620110003,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,19970004,2,SALAS,CARDONA,LUIS ALFONSO,551,1,851,1021,1872
620110003,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,18480001,3,GOMEZ,GIRALDO,MARGOT CECILIA,6,0,851,1021,1872
620110003,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,20050002,4,ARBELAEZ,GUISAO,JORGE ARTURO,438,0,851,1021,1872
620110003,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,997,TARJETAS NO MARCADAS,,,8,0,851,1021,1872
620110003,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,998,VOTOS NULOS,,,14,0,851,1021,1872
620110003,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5004,ABRIAQUI,Municipal,,999,VOTOS EN BLANCO,,,5,0,851,1021,1872
620110004,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,18490002,1,AGUILAR,CARMONA,UBER ARBEY,1851,1,2078,2129,4207
620110004,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,20050002,2,LOPEZ,PEREZ,LUIS FERNANDO,1004,0,2078,2129,4207
620110004,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,997,TARJETAS NO MARCADAS,,,38,0,2078,2129,4207
620110004,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,998,VOTOS NULOS,,,17,0,2078,2129,4207
620110004,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5021,ALEJANDRIA,Municipal,,999,VOTOS EN BLANCO,,,9,0,2078,2129,4207
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,19910001,1,ARISTIZABAL,,VASQUEZ,1501,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,20050002,2,AMAYA,CANO,JUAN CARLOS,2895,1,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,20110192,3,MOLINA,,OSCAR DARIO,416,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,20110231,4,MOLINA,RODAS,LEONARDO DE JESUS,1489,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,20050001,5,TORRES,DE ACEVEDO,ELVIA AMPARO,371,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,20030001,6,AGUIRRE,ALZATE,CARLOS ALBERTO,2065,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,18490002,7,ACEVEDO,VASQUEZ,EDUARDO ANTONIO,798,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,18480001,8,HERNANDEZ,PIEDRAHITA,ARMANDO DE JESUS,1579,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,,997,TARJETAS NO MARCADAS,,,269,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,,998,VOTOS NULOS,,,259,0,10359,9758,20117
620110005,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5030,AMAGA,Municipal,,999,VOTOS EN BLANCO,,,195,0,10359,9758,20117
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,18490002,1,LOPERA,HERNANDEZ,LUIS EDUARDO,1213,0,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,20110001,2,ALZATE,SIERRA,ADRIANA MARIA,109,0,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,19910006,3,MONSALVE,SANCHEZ,ROMAN FERNANDO,1185,0,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,18480001,4,ZAPATA,YARCE,JIOVANY ALBERTO,146,0,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,19970004,5,GONZALEZ,GAVIRIA,BERTHA TULIA,59,0,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,20090002,6,GUZMAN,MONTOYA,ORLANDO DE JESUS,104,0,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,20050002,7,GARCIA,RENDON,OSCAR MARIO,3509,1,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,,997,TARJETAS NO MARCADAS,,,178,0,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,,998,VOTOS NULOS,,,174,0,7037,7566,14603
620110006,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5031,AMALFI,Municipal,,999,VOTOS EN BLANCO,,,94,0,7037,7566,14603
620110007,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5034,ANDES,Municipal,20050002,1,MEJIA,ARAMBURO,JOHN JAIRO,6314,0,14991,16178,31169
620110007,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5034,ANDES,Municipal,20100007,2,GUTIERREZ,MEJIA,CARLOS MARIO,204,0,14991,16178,31169
620110007,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5034,ANDES,Municipal,20110001,3,ARAQUE,ACEVEDO,JAVIER DE JESUS,620,0,14991,16178,31169
620110007,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5034,ANDES,Municipal,18490002,4,JARAMILLO,JARAMILLO,ELKIN DARIO,8293,1,14991,16178,31169
620110007,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5034,ANDES,Municipal,,997,TARJETAS NO MARCADAS,,,761,0,14991,16178,31169
620110007,2011,Alcaldía,Octubre 30,5,ANTIOQUIA,5034,ANDES,Municipal,,998,VOTOS NULOS,,,415,0,14991,16178,31169
